sentence,product,part,class,processed_text_sentiment,processed_text_ner,ner_labels
I do not like reading my Kindle in a case so this sleeve is great.  Good protection for my Kindle.  The front pocket is small.  I use it to keep a list of series books.  You could keep your charger in it but the pocket will stick up.,, front pocket,positive,not like reading kindle case sleeve great good protection kindle front pocket small use keep list series book could keep charger pocket stick,I like reading Kindle case sleeve great . Good protection Kindle . The front pocket small . I use keep list series book . You could keep charger pocket stick .,O O O O O O O O O O O O O B-PART I-PART O O O O O O O O O O O O O O O O
The case came 3 days after I ordered it. It fits my iPod really well and the colors are really cute. Only issue was the missing screen protectors,,screen protectors,positive,case came day ordered fit ipod really well color really cute issue missing screen protector,The case came 3 day I ordered . It fit iPod really well color really cute . Only issue missing screen protector,O O O O O O O O O O O O O O O O O O O O B-PART I-PART
This case smells.  I can not get rid of the smell.  I do not recommend purchasing this item.  I like the color,,,negative,case smell not get rid smell not recommend purchasing item like color,This case smell . I get rid smell . I recommend purchasing item . I like color,O O O O O O O O O O O O O O O O O
"Cute, good quality.  Keeps the phone protected . Cheap. Arrived fast. I would recommend this product to others interested purchasing.",,,positive,cute good quality keep phone protected cheap arrived fast would recommend product others interested purchasing,Cute good quality . Keeps phone protected . Cheap . Arrived fast . I would recommend product others interested purchasing .,O O O O O O O O O O O O O O O O O O O O O
This is great... U can customize it by scribbling on it.. And  the arrival time is earlier than the due date,,,positive,great u customize scribbling arrival time earlier due date,This great ... U customize scribbling .. And arrival time earlier due date,O O O O O O O O O O O O O
I have multiple issues with this bundle. The case does not snap together though if it did the stand would be nice.  The chargers are not always recognized by my iPod. About half the time I get an error message that it does not support charging.,,,negative,multiple issue bundle case not snap together though stand would nice charger not always recognized ipod half time get error message not support charging,I multiple issue bundle . The case snap together though stand would nice . The charger always recognized iPod . About half time I get error message support charging .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"This rear view mirror is very decent for its price.  The video is clear and the mirror is fairly easy to install.  It has lots of features such as long battery life, motion sensor video mode, gps hook up (if you have your own) and plenty of options.  There are some issues though: (1) if you already have a large rear view mirror the placement of the camera lens may not allow you to position it correctly in your case; (2) the power cord is a bit shorter than other mirror cams that I own - barely reaches aroun",,battery,positive,rear view mirror decent price video clear mirror fairly easy install lot feature long battery life motion sensor video mode gps hook plenty option issue though already large rear view mirror placement camera lens may not allow position correctly case power cord bit shorter mirror cam barely reach aroun,This rear view mirror decent price . The video clear mirror fairly easy install . It lot feature long battery life motion sensor video mode gps hook plenty option . There issue though 1 already large rear view mirror placement camera lens may allow position correctly case 2 power cord bit shorter mirror cam I - barely reach aroun,O O O O O O O O O O O O O O O O O O O B-PART O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Everything bad that you can think of.  The only good thing is that it's small.,,,negative,everything bad think good thing small,Everything bad think . The good thing small .,O O O O O O O O O
"I really like the idea of this product but I simply can't get it to work correctly.  I previously had Nike shoes and the sensor worked fine; now that I have it in the pouch, it is totally off.  My four mile run looks like .03 miles, which is too large of a discrepancy to be resolved by calibrating.  It's on there pretty tight, I think.  Has anyone else had this problem?  It seems like everyone else's works like a charm so I must be missing something.",,sensor,positive,really like idea product simply cant get work correctly previously nike shoe sensor worked fine pouch totally four mile run look like mile large discrepancy resolved calibrating pretty tight think anyone else problem ? seems like everyone elses work like charm must missing something,I really like idea product I simply cant get work correctly . I previously Nike shoe sensor worked fine I pouch totally . My four mile run look like .03 mile large discrepancy resolved calibrating . It pretty tight I think . Has anyone else problem It seems like everyone else work like charm I must missing something .,O O O O O O O O O O O O O O O O B-PART O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"I'm happy with this case. Although protector film came with it was not in great quality, case itself is reliable and now I can play music with my Nano in my pocket of jeans. The latch mechanism they claim it is unique is a bit loose and top cover sometimes slide off. Beauty of this product is compatibility with Nike+ adapter. With case, my Nano is still same size of Mini.",,protector film,positive,im happy case although protector film came not great quality case reliable play music nano pocket jean latch mechanism claim unique bit loose top cover sometimes slide beauty product compatibility nike adapter case nano still size mini,Im happy case . Although protector film came great quality case reliable I play music Nano pocket jean . The latch mechanism claim unique bit loose top cover sometimes slide . Beauty product compatibility Nike adapter . With case Nano still size Mini .,O O O O O B-PART I-PART O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The seat's performance is very good.  Definitely heats up in a manner one would want from a heated seat.  My only reservation is that the plug-in device gets quite hot which causes me some concern about the safety of the wiring.  Hopefully, I'm wrong about that.  Also, reviews of other similar products have warned users to unplug the device when leaving the car or face a possible drain on the car's battery.  This device does come with an on and off switch, but there were no instructions included in the pack",,switch,positive,seat performance good definitely heat manner one would want heated seat reservation plugin device get quite hot cause concern safety wiring hopefully im wrong also review similar product warned user unplug device leaving car face possible drain car battery device come switch no instruction included pack,The seat performance good . Definitely heat manner one would want heated seat . My reservation plug-in device get quite hot cause concern safety wiring . Hopefully Im wrong . Also review similar product warned user unplug device leaving car face possible drain car battery . This device come switch instruction included pack,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PART O O O
Good deal.,,,positive,good deal,Good deal .,O O O
"I purchased this bundle for my 10yr old daughter. She loves them. The different designs give her the option to change whenever see wants. Also the bonus screen protectors and Microfiber cloth was great, I didn't have to order them to since they all came it one.",,screen protectors,positive,purchased bundle yr old daughter love different design give option change whenever see want also bonus screen protector microfiber cloth great didnt order since came one,I purchased bundle 10yr old daughter . She love . The different design give option change whenever see want . Also bonus screen protector Microfiber cloth great I didnt order since came one .,O O O O O O O O O O O O O O O O O O O O O O B-PART I-PART O O O O O O O O O O
Everything arrived before estimated shipping date all the pieces were there and everything works like a charm love the steering wheel controls,, steering wheel controls,positive,everything arrived estimated shipping date piece everything work like charm love steering wheel control,Everything arrived estimated shipping date piece everything work like charm love steering wheel control,O O O O O O O O O O O B-PART I-PART I-PART
"[[VIDEOID:mo270XT22GHBDF2]]My review of the medium brown iCuff \\""351\\"" Wristband for the iPod Nano 6G",,,positive,videoidmoxtghbdfmy review medium brown icuff wristband ipod nano g,VIDEOIDmo270XT22GHBDF2My review medium brown iCuff 351 Wristband iPod Nano 6G,O O O O O O O O O O
"Buyer beware!  These are knock-offs of the original ibeats.  Mine broke in just over 30 days, so too late to send back.  Save your money and the aggravation by not ordering these.",,,negative,buyer beware ! knockoff original ibeats mine broke day late send back save money aggravation not ordering,Buyer beware These knock-offs original ibeats . Mine broke 30 day late send back . Save money aggravation ordering .,O O O O O O O O O O O O O O O O O O O O
"You guys know by now that this vendor is selling these useless adapters at a price that make them not worth the hassle of returning.  You can say you get what you pay for and I should've looked at the many reviews that document this, but why should your customers pay anything for something that doesn't work.  I bought 3 and they're all stuck in the back of a junk drawer now.",,,negative,guy know vendor selling useless adapter price make not worth hassle returning say get pay shouldve looked many review document customer pay anything something doesnt work bought theyre stuck back junk drawer,You guy know vendor selling useless adapter price make worth hassle returning . You say get pay I shouldve looked many review document customer pay anything something doesnt work . I bought 3 theyre stuck back junk drawer .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
I have a 1991 ford f150 and purchased these speakers and they are worth every penny..they have crystal clear sound and shipping was fast.,,,positive,ford f purchased speaker worth every pennythey crystal clear sound shipping fast,I 1991 ford f150 purchased speaker worth every penny .. crystal clear sound shipping fast .,O O O O O O O O O O O O O O O O
"Just got my new Sony radio, and like it very much. I had a Radio Shack version....used them, for several years, but the last one was a lemon, so thot I'd try this Sony.<br /><br />It is easy to use, even when I'm in bed, with the lites off....can find my programs, turning the dial. The sound is excellent, so what more can I add? Just what I was looking for.",,,positive,got new sony radio like much radio shack versionused several year last one lemon thot id try sonybr br easy use even im bed lites offcan find program turning dial sound excellent add ? looking,Just got new Sony radio like much . I Radio Shack version .... used several year last one lemon thot Id try Sony.br br It easy use even Im bed lites .... find program turning dial . The sound excellent I add Just I looking .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Fits my Galaxy Tab 7 perfectly, great protection in my opinion, but I have to hold it with my hand if I want my tablet to stand. It doesn't matter if it's horizontal or vertical, it won't stay put for longer than a minute before it falls. Besides that, I like this cover & the color (I got navy blue).",,cover,neutral,fit galaxy tab perfectly great protection opinion hold hand want tablet stand doesnt matter horizontal vertical wont stay put longer minute fall besides like cover color got navy blue,Fits Galaxy Tab 7 perfectly great protection opinion I hold hand I want tablet stand . It doesnt matter horizontal vertical wont stay put longer minute fall . Besides I like cover color I got navy blue .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PART O O O O O O
this car charger  is a great value....this charger cant be beat for the price i highly recommend it. i bought two,,,positive,car charger great valuethis charger cant beat price highly recommend bought two,car charger great value .... charger cant beat price highly recommend . bought two,O O O O O O O O O O O O O O
"Great cables at a great price compared to others, and they work!!!!",,,positive,great cable great price compared others work ! ! ! !,Great cable great price compared others work,O O O O O O O
"I just received the case, and it is flimsy, it falls off my iPod, they had late shipping, No charging hole. horrible case, im not just being rude but it really doesnt fit right and is made of flimsy silicone, it has holes in the back and could cause scratches. not a good case/",,charging hole,negative,received case flimsy fall ipod late shipping no charging hole horrible case im not rude really doesnt fit right made flimsy silicone hole back could cause scratch not good case,I received case flimsy fall iPod late shipping No charging hole . horrible case im rude really doesnt fit right made flimsy silicone hole back could cause scratch . good case,O O O O O O O O O B-PART I-PART O O O O O O O O O O O O O O O O O O O O
Good solid choice.  I mainly use it to listen to music after going to bed...,,,positive,good solid choice mainly use listen music going bed,Good solid choice . I mainly use listen music going bed ...,O O O O O O O O O O O O
"Used to have a Pioneer stereo when I was a kid. Still like their merchandise. This item was sent in great condition for a good price, from a good company. Very happy with my purchase.",,,positive,used pioneer stereo kid still like merchandise item sent great condition good price good company happy purchase,Used Pioneer stereo I kid . Still like merchandise . This item sent great condition good price good company . Very happy purchase .,O O O O O O O O O O O O O O O O O O O O O O O O
"The speaker crackles a lot. If I had it to do over again, I would not purchase. It also doesn't hold charge very long.",,,negative,speaker crackle lot would not purchase also doesnt hold charge long,The speaker crackle lot . If I I would purchase . It also doesnt hold charge long .,O O O O O O O O O O O O O O O O O O
Ok the case is cute and fit is perfect,,,positive,ok case cute fit perfect,Ok case cute fit perfect,O O O O O
"Takes a bit of work to get at the power button flex, and then you install a piece of junk like this and wonder why you even bothered. Save your money and put up with the fault, this company is the pits to deal with",,power button,negative,take bit work get power button flex install piece junk like wonder even bothered save money put fault company pit deal,Takes bit work get power button flex install piece junk like wonder even bothered . Save money put fault company pit deal,O O O O B-PART I-PART O O O O O O O O O O O O O O O O
